"No,";Time;;Source;Destination;Protocol;Length;Info;;;Time 1;Time 2;;Delay;;Delay 1;Delay 2 ;Jitter
133;3.946.386;"3,946386";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  56805 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"3,946386";"3,946597";;"0,000211";;"-0,001316";"0,001527";"0,002843"
134;3.946.597;"3,946597";"192,168,100,98";"104,22,1,235";TCP;54;56805  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"3,946597";"3,948124";;"0,001527";;"-0,048017";"0,049544";"0,097561"
135;3.948.124;"3,948124";"192,168,100,98";"104,22,1,235";TCP;54;"56805  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"3,948124";"3,997668";;"0,049544";;"0,007089";"0,042455";"0,035366"
136;3.997.668;"3,997668";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56805 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"3,997668";"4,040123";;"0,042455";;"-0,008512";"0,050967";"0,059479"
137;4.040.123;"4,040123";"192,168,100,98";"104,22,1,235";TCP;66;56806  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"4,040123";"4,091090";;"0,050967";;"0,050825";"0,000142";"-0,050683"
138;4.091.090;"4,091090";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  56806 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"4,091090";"4,091232";;"0,000142";;"-0,000985";"0,001127";"0,002112"
139;4.091.232;"4,091232";"192,168,100,98";"104,22,1,235";TCP;54;56806  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"4,091232";"4,092359";;"0,001127";;"-0,051517";"0,052644";"0,104161"
140;4.092.359;"4,092359";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"4,092359";"4,145003";;"0,052644";;"0,041335";"0,011309";"-0,030026"
141;4.145.003;"4,145003";"104,22,1,235";"192,168,100,98";TCP;54;443  >  56806 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"4,145003";"4,156312";;"0,011309";;"0,009235";"0,002074";"-0,007161"
142;4.156.312;"4,156312";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"4,156312";"4,158386";;"0,002074";;"-0,047972";"0,050046";"0,098018"
143;4.158.386;"4,158386";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"4,158386";"4,208432";;"0,050046";;"0,049941";"0,000105";"-0,049836"
144;4.208.432;"4,208432";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56806 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"4,208432";"4,208537";;"0,000105";;"-0,086964";"0,087069";"0,174033"
145;4.208.537;"4,208537";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"4,208537";"4,295606";;"0,087069";;"-0,136091";"0,22316";"0,359251"
146;4.295.606;"4,295606";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56806 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"4,295606";"4,518766";;"0,22316";;"0,223043";"0,000117";"-0,222926"
147;4.518.766;"4,518766";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  56806 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"4,518766";"4,518883";;"0,000117";;"-0,018109";"0,018226";"0,036335"
148;4.518.883;"4,518883";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 143#1] 56806  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"4,518883";"4,537109";;"0,018226";;"0,018038";"0,000188";"-0,01785"
149;4.537.109;"4,537109";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  56806 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"4,537109";"4,537297";;"0,000188";;"-0,000548";"0,000736";"0,001284"
150;4.537.297;"4,537297";"192,168,100,98";"104,22,1,235";TCP;54;56806  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"4,537297";"4,538033";;"0,000736";;"-0,048863";"0,049599";"0,098462"
151;4.538.033;"4,538033";"192,168,100,98";"104,22,1,235";TCP;54;"56806  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"4,538033";"4,587632";;"0,049599";;"0,023407";"0,026192";"0,002785"
152;4.587.632;"4,587632";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56806 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"4,587632";"4,613824";;"0,026192";;"-0,022612";"0,048804";"0,071416"
153;4.613.824;"4,613824";"192,168,100,98";"104,22,1,235";TCP;66;56807  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"4,613824";"4,662628";;"0,048804";;"0,048445";"0,000359";"-0,048086"
154;4.662.628;"4,662628";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  56807 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"4,662628";"4,662987";;"0,000359";;"-0,000659";"0,001018";"0,001677"
155;4.662.987;"4,662987";"192,168,100,98";"104,22,1,235";TCP;54;56807  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"4,662987";"4,664005";;"0,001018";;"-0,048456";"0,049474";"0,09793"
156;4.664.005;"4,664005";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"4,664005";"4,713479";;"0,049474";;"0,032681";"0,016793";"-0,015888"
157;4.713.479;"4,713479";"104,22,1,235";"192,168,100,98";TCP;54;443  >  56807 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"4,713479";"4,730272";;"0,016793";;"0,015051";"0,001742";"-0,013309"
158;4.730.272;"4,730272";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"4,730272";"4,732014";;"0,001742";;"-0,047019";"0,048761";"0,09578"
159;4.732.014;"4,732014";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"4,732014";"4,780775";;"0,048761";;"0,048663";"9,8E-05";"-0,048565"
160;4.780.775;"4,780775";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56807 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"4,780775";"4,780873";;"9,8E-05";;"-0,047963";"0,048061";"0,096024"
161;4.780.873;"4,780873";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"4,780873";"4,828934";;"0,048061";;"-0,184862";"0,232923";"0,417785"
162;4.828.934;"4,828934";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56807 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"4,828934";"5,061857";;"0,232923";;"0,232749";"0,000174";"-0,232575"
163;5.061.857;"5,061857";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  56807 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"5,061857";"5,062031";;"0,000174";;"-0,01754";"0,017714";"0,035254"
164;5.062.031;"5,062031";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 159#1] 56807  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"5,062031";"5,079745";;"0,017714";;"0,017542";"0,000172";"-0,01737"
165;5.079.745;"5,079745";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  56807 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"5,079745";"5,079917";;"0,000172";;"-0,000662";"0,000834";"0,001496"
166;5.079.917;"5,079917";"192,168,100,98";"104,22,1,235";TCP;54;56807  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"5,079917";"5,080751";;"0,000834";;"-0,045142";"0,045976";"0,091118"
167;5.080.751;"5,080751";"192,168,100,98";"104,22,1,235";TCP;54;"56807  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"5,080751";"5,126727";;"0,045976";;"0,013951";"0,032025";"0,018074"
168;5.126.727;"5,126727";"192,168,100,98";"104,22,1,235";TCP;66;56808  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"5,126727";"5,158752";;"0,032025";;"-0,015448";"0,047473";"0,062921"
169;5.158.752;"5,158752";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56807 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"5,158752";"5,206225";;"0,047473";;"0,047255";"0,000218";"-0,047037"
170;5.206.225;"5,206225";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  56808 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"5,206225";"5,206443";;"0,000218";;"-0,000621";"0,000839";"0,00146"
171;5.206.443;"5,206443";"192,168,100,98";"104,22,1,235";TCP;54;56808  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"5,206443";"5,207282";;"0,000839";;"-0,065296";"0,066135";"0,131431"
172;5.207.282;"5,207282";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"5,207282";"5,273417";;"0,066135";;"0,05328";"0,012855";"-0,040425"
173;5.273.417;"5,273417";"104,22,1,235";"192,168,100,98";TCP;54;443  >  56808 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"5,273417";"5,286272";;"0,012855";;"0,010969";"0,001886";"-0,009083"
174;5.286.272;"5,286272";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"5,286272";"5,288158";;"0,001886";;"-0,035119";"0,037005";"0,072124"
175;5.288.158;"5,288158";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"5,288158";"5,325163";;"0,037005";;"0,036846";"0,000159";"-0,036687"
176;5.325.163;"5,325163";"192,168,100,98";"74,125,68,91";"TLSv1,2";187;Application Data;;;"5,325163";"5,325322";;"0,000159";;"-0,022774";"0,022933";"0,045707"
177;5.325.322;"5,325322";"192,168,100,98";"74,125,68,91";"TLSv1,2";734;Application Data;;;"5,325322";"5,348255";;"0,022933";;"0,022808";"0,000125";"-0,022683"
178;5.348.255;"5,348255";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56808 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"5,348255";"5,348380";;"0,000125";;"-0,024796";"0,024921";"0,049717"
179;5.348.380;"5,348380";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"5,348380";"5,373301";;"0,024921";;"0,024717";"0,000204";"-0,024513"
180;5.373.301;"5,373301";"74,125,68,91";"192,168,100,98";TCP;56;443  >  56441 [ACK] Seq=181 Ack=963 Win=1651 Len=0;;;"5,373301";"5,373505";;"0,000204";;"-0,000699";"0,000903";"0,001602"
181;5.373.505;"5,373505";"74,125,68,91";"192,168,100,98";TCP;56;443  >  56441 [ACK] Seq=181 Ack=1643 Win=1662 Len=0;;;"5,373505";"5,374408";;"0,000903";;"0,000903";0;"-0,000903"
182;5.374.408;"5,374408";"74,125,68,91";"192,168,100,98";"TLSv1,2";127;Application Data;;;"5,374408";"5,374408";;0;;"-0,000139";"0,000139";"0,000278"
183;5.374.408;"5,374408";"74,125,68,91";"192,168,100,98";"TLSv1,2";116;Application Data;;;"5,374408";"5,374547";;"0,000139";;"-0,017264";"0,017403";"0,034667"
184;5.374.547;"5,374547";"192,168,100,98";"74,125,68,91";TCP;54;56441  >  443 [ACK] Seq=1643 Ack=316 Win=4133 Len=0;;;"5,374547";"5,391950";;"0,017403";;"0,017403";0;"-0,017403"
185;5.391.950;"5,391950";"74,125,68,91";"192,168,100,98";"TLSv1,2";85;Application Data;;;"5,391950";"5,391950";;0;;"-0,000184";"0,000184";"0,000368"
186;5.391.950;"5,391950";"74,125,68,91";"192,168,100,98";"TLSv1,2";93;Application Data;;;"5,391950";"5,392134";;"0,000184";;"-0,00068";"0,000864";"0,001544"
187;5.392.134;"5,392134";"192,168,100,98";"74,125,68,91";TCP;54;56441  >  443 [ACK] Seq=1643 Ack=386 Win=4133 Len=0;;;"5,392134";"5,392998";;"0,000864";;"-0,012761";"0,013625";"0,026386"
188;5.392.998;"5,392998";"192,168,100,98";"74,125,68,91";"TLSv1,2";93;Application Data;;;"5,392998";"5,406623";;"0,013625";;"0,007709";"0,005916";"-0,001793"
189;5.406.623;"5,406623";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56808 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"5,406623";"5,412539";;"0,005916";;"-0,217908";"0,223824";"0,441732"
190;5.412.539;"5,412539";"74,125,68,91";"192,168,100,98";TCP;56;443  >  56441 [ACK] Seq=386 Ack=1682 Win=1662 Len=0;;;"5,412539";"5,636363";;"0,223824";;"0,223723";"0,000101";"-0,223622"
191;5.636.363;"5,636363";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  56808 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"5,636363";"5,636464";;"0,000101";;"-0,009735";"0,009836";"0,019571"
192;5.636.464;"5,636464";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 175#1] 56808  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"5,636464";"5,646300";;"0,009836";;"0,009655";"0,000181";"-0,009474"
193;5.646.300;"5,646300";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  56808 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"5,646300";"5,646481";;"0,000181";;"-0,000616";"0,000797";"0,001413"
194;5.646.481;"5,646481";"192,168,100,98";"104,22,1,235";TCP;54;56808  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"5,646481";"5,647278";;"0,000797";;"-0,046353";"0,04715";"0,093503"
195;5.647.278;"5,647278";"192,168,100,98";"104,22,1,235";TCP;54;"56808  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"5,647278";"5,694428";;"0,04715";;"0,019854";"0,027296";"0,007442"
196;5.694.428;"5,694428";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56808 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"5,694428";"5,721724";;"0,027296";;"-0,025602";"0,052898";"0,0785"
197;5.721.724;"5,721724";"192,168,100,98";"104,22,1,235";TCP;66;56809  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"5,721724";"5,774622";;"0,052898";;"0,052653";"0,000245";"-0,052408"
198;5.774.622;"5,774622";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  56809 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"5,774622";"5,774867";;"0,000245";;"-0,000621";"0,000866";"0,001487"
199;5.774.867;"5,774867";"192,168,100,98";"104,22,1,235";TCP;54;56809  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"5,774867";"5,775733";;"0,000866";;"-0,051012";"0,051878";"0,10289"
200;5.775.733;"5,775733";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"5,775733";"5,827611";;"0,051878";;"0,032241";"0,019637";"-0,012604"
201;5.827.611;"5,827611";"104,22,1,235";"192,168,100,98";TCP;54;443  >  56809 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"5,827611";"5,847248";;"0,019637";;"0,017184";"0,002453";"-0,014731"
202;5.847.248;"5,847248";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"5,847248";"5,849701";;"0,002453";;"-0,050434";"0,052887";"0,103321"
203;5.849.701;"5,849701";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"5,849701";"5,902588";;"0,052887";;"0,052786";"0,000101";"-0,052685"
204;5.902.588;"5,902588";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56809 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"5,902588";"5,902689";;"0,000101";;"-0,275951";"0,276052";"0,552003"
205;5.902.689;"5,902689";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"5,902689";"6,178741";;"0,276052";;"0,215478";"0,060574";"-0,154904"
206;6.178.741;"6,178741";"192,168,100,98";"104,22,1,235";TCP;160;"[TCP Retransmission] 56809  >  443 [PSH, ACK] Seq=964 Ack=124 Win=131328 Len=106";;;"6,178741";"6,239315";;"0,060574";;"-0,033913";"0,094487";"0,1284"
207;6.239.315;"6,239315";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56809 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"6,239315";"6,333802";;"0,094487";;"0,06698";"0,027507";"-0,039473"
208;6.333.802;"6,333802";"192,168,100,98";"103,208,137,6";TCP;55;55911  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU];;;"6,333802";"6,361309";;"0,027507";;"-0,089635";"0,117142";"0,206777"
209;6.361.309;"6,361309";"103,208,137,6";"192,168,100,98";TCP;66;443  >  55911 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2;;;"6,361309";"6,478451";;"0,117142";;"0,117042";"0,0001";"-0,116942"
210;6.478.451;"6,478451";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  56809 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"6,478451";"6,478551";;"0,0001";;"-0,017939";"0,018039";"0,035978"
211;6.478.551;"6,478551";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 203#1] 56809  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"6,478551";"6,496590";;"0,018039";;"0,017871";"0,000168";"-0,017703"
212;6.496.590;"6,496590";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  56809 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"6,496590";"6,496758";;"0,000168";;"-0,000565";"0,000733";"0,001298"
213;6.496.758;"6,496758";"192,168,100,98";"104,22,1,235";TCP;54;56809  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"6,496758";"6,497491";;"0,000733";;"-0,101118";"0,101851";"0,202969"
214;6.497.491;"6,497491";"192,168,100,98";"104,22,1,235";TCP;54;"56809  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"6,497491";"6,599342";;"0,101851";;"0,101756";"9,5E-05";"-0,101661"
215;6.599.342;"6,599342";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Retransmission] 443  >  56809 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"6,599342";"6,599437";;"9,5E-05";;"-0,004879";"0,004974";"0,009853"
216;6.599.437;"6,599437";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 213#1] 56809  >  443 [ACK] Seq=1071 Ack=1026 Win=130560 Len=0;;;"6,599437";"6,604411";;"0,004974";;"-0,048773";"0,053747";"0,10252"
217;6.604.411;"6,604411";"192,168,100,98";"104,22,1,235";TCP;66;56810  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"6,604411";"6,658158";;"0,053747";;"0,053543";"0,000204";"-0,053339"
218;6.658.158;"6,658158";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  56810 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"6,658158";"6,658362";;"0,000204";;"-0,000759";"0,000963";"0,001722"
219;6.658.362;"6,658362";"192,168,100,98";"104,22,1,235";TCP;54;56810  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"6,658362";"6,659325";;"0,000963";;"-0,050664";"0,051627";"0,102291"
220;6.659.325;"6,659325";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"6,659325";"6,710952";;"0,051627";;"0,031408";"0,020219";"-0,011189"
221;6.710.952;"6,710952";"104,22,1,235";"192,168,100,98";TCP;54;443  >  56810 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"6,710952";"6,731171";;"0,020219";;"0,018991";"0,001228";"-0,017763"
222;6.731.171;"6,731171";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"6,731171";"6,732399";;"0,001228";;"-0,053205";"0,054433";"0,107638"
223;6.732.399;"6,732399";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"6,732399";"6,786832";;"0,054433";;"0,054315";"0,000118";"-0,054197"
224;6.786.832;"6,786832";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56810 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"6,786832";"6,786950";;"0,000118";;"-0,011371";"0,011489";"0,02286"
225;6.786.950;"6,786950";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"6,786950";"6,798439";;"0,011489";;"-0,029729";"0,041218";"0,070947"
226;6.798.439;"6,798439";"192,168,100,98";"104,22,1,235";TCP;54;"[TCP Retransmission] 56809  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"6,798439";"6,839657";;"0,041218";;"0,030402";"0,010816";"-0,019586"
227;6.839.657;"6,839657";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56810 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"6,839657";"6,850473";;"0,010816";;"-0,206477";"0,217293";"0,42377"
228;6.850.473;"6,850473";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56809 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"6,850473";"7,067766";;"0,217293";;"0,217192";"0,000101";"-0,217091"
229;7.067.766;"7,067766";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  56810 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"7,067766";"7,067867";;"0,000101";;"-0,009294";"0,009395";"0,018689"
230;7.067.867;"7,067867";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 223#1] 56810  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"7,067867";"7,077262";;"0,009395";;"0,009222";"0,000173";"-0,009049"
231;7.077.262;"7,077262";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  56810 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"7,077262";"7,077435";;"0,000173";;"-0,000661";"0,000834";"0,001495"
232;7.077.435;"7,077435";"192,168,100,98";"104,22,1,235";TCP;54;56810  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"7,077435";"7,078269";;"0,000834";;"-0,059773";"0,060607";"0,12038"
233;7.078.269;"7,078269";"192,168,100,98";"104,22,1,235";TCP;54;"56810  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"7,078269";"7,138876";;"0,060607";;"0,05621";"0,004397";"-0,051813"
234;7.138.876;"7,138876";"192,168,100,98";"104,22,1,235";TCP;66;56811  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"7,138876";"7,143273";;"0,004397";;"-0,050335";"0,054732";"0,105067"
235;7.143.273;"7,143273";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56810 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"7,143273";"7,198005";;"0,054732";;"0,054488";"0,000244";"-0,054244"
236;7.198.005;"7,198005";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  56811 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"7,198005";"7,198249";;"0,000244";;"-0,000694";"0,000938";"0,001632"
237;7.198.249;"7,198249";"192,168,100,98";"104,22,1,235";TCP;54;56811  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"7,198249";"7,199187";;"0,000938";;"-0,069799";"0,070737";"0,140536"
238;7.199.187;"7,199187";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"7,199187";"7,269924";;"0,070737";;"0,054169";"0,016568";"-0,037601"
239;7.269.924;"7,269924";"104,22,1,235";"192,168,100,98";TCP;54;443  >  56811 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"7,269924";"7,286492";;"0,016568";;"0,014339";"0,002229";"-0,01211"
240;7.286.492;"7,286492";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"7,286492";"7,288721";;"0,002229";;"-0,05819";"0,060419";"0,118609"
241;7.288.721;"7,288721";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"7,288721";"7,349140";;"0,060419";;"0,060301";"0,000118";"-0,060183"
242;7.349.140;"7,349140";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56811 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"7,349140";"7,349258";;"0,000118";;"-0,06686";"0,066978";"0,133838"
243;7.349.258;"7,349258";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"7,349258";"7,416236";;"0,066978";;"-0,159743";"0,226721";"0,386464"
244;7.416.236;"7,416236";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56811 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"7,416236";"7,642957";;"0,226721";;"0,226622";"9,9E-05";"-0,226523"
245;7.642.957;"7,642957";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  56811 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"7,642957";"7,643056";;"9,9E-05";;"-0,013262";"0,013361";"0,026623"
246;7.643.056;"7,643056";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 241#1] 56811  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"7,643056";"7,656417";;"0,013361";;"0,013176";"0,000185";"-0,012991"
